id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status,domainchanged,tldchanged
272,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_hg--w4dvnzdhlj_pqww5vh7saaq%3d,0.999787748,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_hg--w4dvnzdhlj_pqww5vh7saaq%3d,0.999787748,1,SKIPPED,TRUE,FALSE,FALSE
273,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_ibajcd4gg2jimnemb8grguvg_js%3d,0.99860841,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_ibajcd4gg2jimnemb8grguvg_js%3d,0.99860841,1,SKIPPED,TRUE,FALSE,FALSE
274,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_if8iqaj1e16hv7aasqev7lurpie%3d,0.999947786,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_if8iqaj1e16hv7aasqev7lurpie%3d,0.999947786,1,SKIPPED,TRUE,FALSE,FALSE
275,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_igpqcks8iee76bb35zjwrth2_aq%3d,0.999471724,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_igpqcks8iee76bb35zjwrth2_aq%3d,0.999471724,1,SKIPPED,TRUE,FALSE,FALSE
276,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_kfz4mgdxuj1ybyjdafhocjh7lf4%3d,0.999972343,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_kfz4mgdxuj1ybyjdafhocjh7lf4%3d,0.999972343,1,SKIPPED,TRUE,FALSE,FALSE
277,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_lspydvao0jncjkl2wdizfqbj0bo%3d,0.99901104,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_lspydvao0jncjkl2wdizfqbj0bo%3d,0.99901104,1,SKIPPED,TRUE,FALSE,FALSE
278,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_mge7by6krmhr-l1od6aw6uhzsoy%3d,0.999748647,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_mge7by6krmhr-l1od6aw6uhzsoy%3d,0.999748647,1,SKIPPED,TRUE,FALSE,FALSE
279,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_nooi5rzimfemy56r7xtavb7eqoe%3d,0.999992967,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_nooi5rzimfemy56r7xtavb7eqoe%3d,0.999992967,1,SKIPPED,TRUE,FALSE,FALSE
280,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_o7hrdyy1sdqmaootvc-vgi9quhg%3d,0.999928117,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_o7hrdyy1sdqmaootvc-vgi9quhg%3d,0.999928117,1,SKIPPED,TRUE,FALSE,FALSE
281,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_osfyifugchiwdw2im0eis-egtdi%3d,0.999983072,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_osfyifugchiwdw2im0eis-egtdi%3d,0.999983072,1,SKIPPED,TRUE,FALSE,FALSE
282,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_plbj4dnm97zvuoexh6381xnhxhc%3d,0.999876976,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_plbj4dnm97zvuoexh6381xnhxhc%3d,0.999876976,1,SKIPPED,TRUE,FALSE,FALSE
283,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_plzqb0it5zhiuugos0ui8ccd4ve%3d,0.999999285,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_plzqb0it5zhiuugos0ui8ccd4ve%3d,0.999999285,1,SKIPPED,TRUE,FALSE,FALSE
284,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_pqtc01rbimvbrcypwalkt9ia7ya%3d,0.999583781,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_pqtc01rbimvbrcypwalkt9ia7ya%3d,0.999583781,1,SKIPPED,TRUE,FALSE,FALSE
285,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_qarqzstjhnvqa_52uvesgtatwmg%3d,0.99998045,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_qarqzstjhnvqa_52uvesgtatwmg%3d,0.99998045,1,SKIPPED,TRUE,FALSE,FALSE
286,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_qxg_lbieolzbdzf6fuykev6zpbo%3d,0.999988914,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_qxg_lbieolzbdzf6fuykev6zpbo%3d,0.999988914,1,SKIPPED,TRUE,FALSE,FALSE
287,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rckkh6c9unatsbibkh0ma2qoomg%3d,0.999972343,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rckkh6c9unatsbibkh0ma2qoomg%3d,0.999972343,1,SKIPPED,TRUE,FALSE,FALSE
288,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rn6rcux_hba1dahavugmzb2w8bm%3d,0.999690294,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rn6rcux_hba1dahavugmzb2w8bm%3d,0.999690294,1,SKIPPED,TRUE,FALSE,FALSE
289,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rvhvddakxgtcitudwgcvn2vwhbm%3d,0.999972939,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_rvhvddakxgtcitudwgcvn2vwhbm%3d,0.999972939,1,SKIPPED,TRUE,FALSE,FALSE
290,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_t8aege0vft-2pdxuu2416dqyjnk%3d,0.99999702,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_t8aege0vft-2pdxuu2416dqyjnk%3d,0.99999702,1,SKIPPED,TRUE,FALSE,FALSE
291,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_teqad6bvytuqlvuyvgtxagzprcc%3d,0.999996781,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_teqad6bvytuqlvuyvgtxagzprcc%3d,0.999996781,1,SKIPPED,TRUE,FALSE,FALSE
292,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_to4jfhb7sxmxlwqitz1puolcozs%3d,0.999976397,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_to4jfhb7sxmxlwqitz1puolcozs%3d,0.999976397,1,SKIPPED,TRUE,FALSE,FALSE
293,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_trd0llrylx4yawomuovcq8gixju%3d,0.999979734,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_trd0llrylx4yawomuovcq8gixju%3d,0.999979734,1,SKIPPED,TRUE,FALSE,FALSE
294,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_up8fw5eetgcue5c4ba0ydcpdjji%3d,0.999998569,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_up8fw5eetgcue5c4ba0ydcpdjji%3d,0.999998569,1,SKIPPED,TRUE,FALSE,FALSE
295,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vhnphii0cqu5zbv6cvxanb9ovxs%3d,0.999994755,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vhnphii0cqu5zbv6cvxanb9ovxs%3d,0.999994755,1,SKIPPED,TRUE,FALSE,FALSE
296,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vjipbo1lbpspu0peejwvea5f6dm%3d,0.999861717,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vjipbo1lbpspu0peejwvea5f6dm%3d,0.999861717,1,SKIPPED,TRUE,FALSE,FALSE
297,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vwhvm2l-jpltvvkydc5tznv_8ge%3d,0.999746025,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_vwhvm2l-jpltvvkydc5tznv_8ge%3d,0.999746025,1,SKIPPED,TRUE,FALSE,FALSE
298,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wgfkfasrq7ihhzubfbsk1laoaro%3d,0.99998939,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wgfkfasrq7ihhzubfbsk1laoaro%3d,0.99998939,1,SKIPPED,TRUE,FALSE,FALSE
299,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wxviyrv2rbvpa6i9sot-kqg5gm0%3d,0.999997616,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wxviyrv2rbvpa6i9sot-kqg5gm0%3d,0.999997616,1,SKIPPED,TRUE,FALSE,FALSE
300,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wzicnsyexghwru3ntijzzovdyji%3d,0.999773204,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_wzicnsyexghwru3ntijzzovdyji%3d,0.999773204,1,SKIPPED,TRUE,FALSE,FALSE
301,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xcmd7kiui_esdbmtblxpelgrajw%3d,0.998286426,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xcmd7kiui_esdbmtblxpelgrajw%3d,0.998286426,1,SKIPPED,TRUE,FALSE,FALSE
302,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xom8y1ef_izxlcbxlu6v3ax88zw%3d,0.99999547,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xom8y1ef_izxlcbxlu6v3ax88zw%3d,0.99999547,1,SKIPPED,TRUE,FALSE,FALSE
303,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xu6dlgp6e2viwnysyfyz4rawmzw%3d,0.999998689,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_xu6dlgp6e2viwnysyfyz4rawmzw%3d,0.999998689,1,SKIPPED,TRUE,FALSE,FALSE
304,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_yg3zg2b9bpqi2lswrjkp1-rpdna%3d,0.999934435,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_yg3zg2b9bpqi2lswrjkp1-rpdna%3d,0.999934435,1,SKIPPED,TRUE,FALSE,FALSE
305,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_ynbq8o6zunclqoe4h7wfjvm569q%3d,0.99998343,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_ynbq8o6zunclqoe4h7wfjvm569q%3d,0.99998343,1,SKIPPED,TRUE,FALSE,FALSE
306,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_zk-fssofjiwlb2fyfbxh7dmzfj4%3d,0.999999881,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_zk-fssofjiwlb2fyfbxh7dmzfj4%3d,0.999999881,1,SKIPPED,TRUE,FALSE,FALSE
307,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_zo4zcmu43yncd6xio8knda2_zgu%3d,0.999486208,1,http://google.com/setprefdomain?prefdom=au&prev=http://google.com.au/&sig=k_zo4zcmu43yncd6xio8knda2_zgu%3d,0.999486208,1,SKIPPED,TRUE,FALSE,FALSE
308,http://google.com/support/accounts?hl=en,0.984940112,1,http://google.com/support/accounts?hl=en,0.984940112,1,SKIPPED,TRUE,FALSE,FALSE
309,http://google.com/support/accounts?hl=en-gb,0.995693028,1,http://google.com/support/accounts?hl=en-gb,0.995693028,1,SKIPPED,TRUE,FALSE,FALSE
310,http://google.dk,0.127016723,0,http://google.dk,0.127016723,0,FAILED,TRUE,FALSE,FALSE
311,http://google.dk/advanced_search?hl=en-au&authuser=0,0.016707182,0,http://google.dk/advanced_search?hl=en-au&authuser=0,0.016707182,0,FAILED,TRUE,FALSE,FALSE
312,http://google.dk/preferences?hl=en,0.825336933,1,http://google.dk/preferences?hl=en,0.825336933,1,SKIPPED,TRUE,FALSE,FALSE
313,http://google.dk/services/,0.955156207,1,http://google.dk/services/,0.955156207,1,SKIPPED,TRUE,FALSE,FALSE
314,http://google.dk/setprefdomain?prefdom=us&sig=k_vykifgs-wpy9tyedtevjpqk2a9k%3d,0.999317765,1,http://google.dk/setprefdomain?prefdom=us&sig=k_vykifgs-wpy9tyedtevjpqk2a9k%3d,0.999317765,1,SKIPPED,TRUE,FALSE,FALSE
315,http://google.dk/setprefs?sig=0_nv8g-oo0abvuyj2j3n9tdm8locq%3d&hl=da&source=homepage&sa=x&ved=0ahukewicmpwe4v7kahumy48kha-na_sq2zgbcau,0.993155897,1,http://google.dk/setprefs?sig=0_nv8g-oo0abvuyj2j3n9tdm8locq%3d&hl=da&source=homepage&sa=x&ved=0ahukewicmpwe4v7kahumy48kha-na_sq2zgbcau,0.993155897,1,SKIPPED,TRUE,FALSE,FALSE
316,http://google.es,0.875269592,1,http://google.es,0.875269592,1,SKIPPED,TRUE,FALSE,FALSE
317,http://google.es/advanced_search?hl=en-au&authuser=0,0.423423886,0,http://google.es/advanced_search?hl=en-au&authuser=0,0.423423886,0,FAILED,TRUE,FALSE,FALSE
318,http://google.es/preferences?hl=en,0.983423829,1,http://google.es/preferences?hl=en,0.983423829,1,SKIPPED,TRUE,FALSE,FALSE
319,http://google.es/services/,0.990591824,1,http://google.es/services/,0.990591824,1,SKIPPED,TRUE,FALSE,FALSE
320,http://google.es/setprefdomain?prefdom=us&sig=k_qkb3yh4lajst9ubgn8yivltrb_s%3d,0.999879479,1,http://google.es/setprefdomain?prefdom=us&sig=k_qkb3yh4lajst9ubgn8yivltrb_s%3d,0.999879479,1,SKIPPED,TRUE,FALSE,FALSE
321,http://google.es/setprefs?sig=0__nu26o_pivsutwzmf6e-m5x1wvu%3d&hl=es&source=homepage&sa=x&ved=0ahukewiv6bodjp7kahvbu30khr49bhyq2zgbcau,0.99899441,1,http://google.es/setprefs?sig=0__nu26o_pivsutwzmf6e-m5x1wvu%3d&hl=es&source=homepage&sa=x&ved=0ahukewiv6bodjp7kahvbu30khr49bhyq2zgbcau,0.99899441,1,SKIPPED,TRUE,FALSE,FALSE
322,http://google.fi,0.133137226,0,http://google.fi,0.133137226,0,FAILED,TRUE,FALSE,FALSE
323,http://google.fi/advanced_search?hl=en-au&authuser=0,0.031244099,0,http://google.fi/advanced_search?hl=en-au&authuser=0,0.031244099,0,FAILED,TRUE,FALSE,FALSE
324,http://google.fi/preferences?hl=en,0.718928993,1,http://google.fi/preferences?hl=en,0.718928993,1,SKIPPED,TRUE,FALSE,FALSE
325,http://google.fi/services/,0.926141798,1,http://google.fi/services/,0.926141798,1,SKIPPED,TRUE,FALSE,FALSE
326,http://google.fi/setprefdomain?prefdom=us&sig=k_aafxha2ru3_xyudwvge9juauoyg%3d,0.945011616,1,http://google.fi/setprefdomain?prefdom=us&sig=k_aafxha2ru3_xyudwvge9juauoyg%3d,0.945011616,1,SKIPPED,TRUE,FALSE,FALSE
327,http://google.fi/setprefs?sig=0_arnoqhuc8o1xdquia8bvzf7ylyu%3d&hl=fi&source=homepage&sa=x&ved=0ahukewihoy7a-p7kahulro8khep2c9wq2zgbcau,1,1,http://google.fi/setprefs?sig=0_arnoqhuc8o1xdquia8bvzf7ylyu%3d&hl=fi&source=homepage&sa=x&ved=0ahukewihoy7a-p7kahulro8khep2c9wq2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
328,http://google.fr,0.136477053,0,http://google.fr,0.136477053,0,FAILED,TRUE,FALSE,FALSE
329,http://google.fr/advanced_search?hl=en-au&authuser=0,0.026073039,0,http://google.fr/advanced_search?hl=en-au&authuser=0,0.026073039,0,FAILED,TRUE,FALSE,FALSE
330,http://google.fr/preferences?hl=en,0.817550182,1,http://google.fr/preferences?hl=en,0.817550182,1,SKIPPED,TRUE,FALSE,FALSE
331,http://google.fr/services/,0.92558831,1,http://google.fr/services/,0.92558831,1,SKIPPED,TRUE,FALSE,FALSE
332,http://google.fr/setprefdomain?prefdom=us&sig=k_ijiidcz54jnfq-ha_z-gucwjsgs%3d,0.997200489,1,http://google.fr/setprefdomain?prefdom=us&sig=k_ijiidcz54jnfq-ha_z-gucwjsgs%3d,0.997200489,1,SKIPPED,TRUE,FALSE,FALSE
333,http://google.fr/setprefs?sig=0_ulya7hhz5kr_fpdwppqyoj_evsm%3d&hl=fr&source=homepage&sa=x&ved=0ahukewjgh5i59f3kahwpfcskhzdpdhsq2zgbcau,1,1,http://google.fr/setprefs?sig=0_ulya7hhz5kr_fpdwppqyoj_evsm%3d&hl=fr&source=homepage&sa=x&ved=0ahukewjgh5i59f3kahwpfcskhzdpdhsq2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
334,http://google.gr,0.91230619,1,http://google.gr,0.91230619,1,SKIPPED,TRUE,FALSE,FALSE
335,http://google.gr/advanced_search?hl=en-au&authuser=0,0.203513026,0,http://google.gr/advanced_search?hl=en-au&authuser=0,0.203513026,0,FAILED,TRUE,FALSE,FALSE
336,http://google.gr/preferences?hl=en,0.987450123,1,http://google.gr/preferences?hl=en,0.987450123,1,SKIPPED,TRUE,FALSE,FALSE
337,http://google.gr/services/,0.991909087,1,http://google.gr/services/,0.991909087,1,SKIPPED,TRUE,FALSE,FALSE
338,http://google.gr/setprefdomain?prefdom=us&sig=k_it9izhctsyjvthaopwp0gxozq0g%3d,0.997980297,1,http://google.gr/setprefdomain?prefdom=us&sig=k_it9izhctsyjvthaopwp0gxozq0g%3d,0.997980297,1,SKIPPED,TRUE,FALSE,FALSE
339,http://google.gr/setprefs?sig=0_sac2r1fuj90aaw1hkmxgbki6ffg%3d&hl=el&source=homepage&sa=x&ved=0ahukewioja3fvf7kahv5ibcahch6d4sq2zgbcau,1,1,http://google.gr/setprefs?sig=0_sac2r1fuj90aaw1hkmxgbki6ffg%3d&hl=el&source=homepage&sa=x&ved=0ahukewioja3fvf7kahv5ibcahch6d4sq2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
340,http://google.hu,0.961491764,1,http://google.hu,0.961491764,1,SKIPPED,TRUE,FALSE,FALSE
341,http://google.hu/advanced_search?hl=en-au&authuser=0,0.539140403,1,http://google.hu/advanced_search?hl=en-au&authuser=0,0.539140403,1,SKIPPED,TRUE,FALSE,FALSE
342,http://google.hu/preferences?hl=en,0.981895149,1,http://google.hu/preferences?hl=en,0.981895149,1,SKIPPED,TRUE,FALSE,FALSE
343,http://google.hu/services/,0.98963964,1,http://google.hu/services/,0.98963964,1,SKIPPED,TRUE,FALSE,FALSE
344,http://google.hu/setprefdomain?prefdom=us&sig=k_tlf9stlr5mmb2peaak8tb3-hof4%3d,0.999482989,1,http://google.hu/setprefdomain?prefdom=us&sig=k_tlf9stlr5mmb2peaak8tb3-hof4%3d,0.999482989,1,SKIPPED,TRUE,FALSE,FALSE
345,http://google.hu/setprefs?sig=0_exug8dgpwmv8s_jf2pimoidjjos%3d&hl=hu&source=homepage&sa=x&ved=0ahukewi9hjto3f7kahxzxsskhcbjci4q2zgbcau,0.999998808,1,http://google.hu/setprefs?sig=0_exug8dgpwmv8s_jf2pimoidjjos%3d&hl=hu&source=homepage&sa=x&ved=0ahukewi9hjto3f7kahxzxsskhcbjci4q2zgbcau,0.999998808,1,SKIPPED,TRUE,FALSE,FALSE
346,http://google.ie,0.443596423,0,http://google.ie,0.443596423,0,FAILED,TRUE,FALSE,FALSE
347,http://google.ie/advanced_search?hl=en-au&authuser=0,0.092623413,0,http://google.ie/advanced_search?hl=en-au&authuser=0,0.092623413,0,FAILED,TRUE,FALSE,FALSE
348,http://google.ie/preferences?hl=en,0.941006064,1,http://google.ie/preferences?hl=en,0.941006064,1,SKIPPED,TRUE,FALSE,FALSE
349,http://google.ie/services/,0.982843995,1,http://google.ie/services/,0.982843995,1,SKIPPED,TRUE,FALSE,FALSE
350,http://google.ie/setprefdomain?prefdom=us&sig=k_lwkpajtchz9hqopwvi2offe-kxy%3d,0.999319792,1,http://google.ie/setprefdomain?prefdom=us&sig=k_lwkpajtchz9hqopwvi2offe-kxy%3d,0.999319792,1,SKIPPED,TRUE,FALSE,FALSE
351,http://google.it,0.523553014,1,http://google.it,0.523553014,1,SKIPPED,TRUE,FALSE,FALSE
352,http://google.it/advanced_search?hl=en-au&authuser=0,0.096802413,0,http://google.it/advanced_search?hl=en-au&authuser=0,0.096802413,0,FAILED,TRUE,FALSE,FALSE
353,http://google.it/preferences?hl=en,0.911633313,1,http://google.it/preferences?hl=en,0.911633313,1,SKIPPED,TRUE,FALSE,FALSE
354,http://google.it/services/,0.985202134,1,http://google.it/services/,0.985202134,1,SKIPPED,TRUE,FALSE,FALSE
355,http://google.it/setprefdomain?prefdom=us&sig=k_v-uyfr0ifnha0wf9g5dv_lupngk%3d,0.998774827,1,http://google.it/setprefdomain?prefdom=us&sig=k_v-uyfr0ifnha0wf9g5dv_lupngk%3d,0.998774827,1,SKIPPED,TRUE,FALSE,FALSE
356,http://google.it/setprefs?sig=0_q0zrux9e86l8792zzo56q5aylbc%3d&hl=it&source=homepage&sa=x&ved=0ahukewidrfwli_7kahvxxn0khdskas0q2zgbcau,1,1,http://google.it/setprefs?sig=0_q0zrux9e86l8792zzo56q5aylbc%3d&hl=it&source=homepage&sa=x&ved=0ahukewidrfwli_7kahvxxn0khdskas0q2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
357,http://google.no,0.291043043,0,http://google.no,0.291043043,0,FAILED,TRUE,FALSE,FALSE
358,http://google.no/advanced_search?hl=en-au&authuser=0,0.034726799,0,http://google.no/advanced_search?hl=en-au&authuser=0,0.034726799,0,FAILED,TRUE,FALSE,FALSE
359,http://google.no/preferences?hl=en,0.868306458,1,http://google.no/preferences?hl=en,0.868306458,1,SKIPPED,TRUE,FALSE,FALSE
360,http://google.no/services/,0.96539861,1,http://google.no/services/,0.96539861,1,SKIPPED,TRUE,FALSE,FALSE
361,http://google.no/setprefdomain?prefdom=us&sig=k_vqrww-bmuk5mqicrgpdkxpeif-a%3d,0.999248445,1,http://google.no/setprefdomain?prefdom=us&sig=k_vqrww-bmuk5mqicrgpdkxpeif-a%3d,0.999248445,1,SKIPPED,TRUE,FALSE,FALSE
362,http://google.no/setprefs?sig=0_0ebwcw59aa0qpcskmmcqzxtan7g%3d&hl=no&source=homepage&sa=x&ved=0ahukewjp5y711_7kahwnxcskhelzb9qq2zgbcau,1,1,http://google.no/setprefs?sig=0_0ebwcw59aa0qpcskmmcqzxtan7g%3d&hl=no&source=homepage&sa=x&ved=0ahukewjp5y711_7kahwnxcskhelzb9qq2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
363,http://google.pl,0.135954082,0,http://google.pl,0.135954082,0,FAILED,TRUE,FALSE,FALSE
364,http://google.pl/advanced_search?hl=en-au&authuser=0,0.436173677,0,http://google.pl/advanced_search?hl=en-au&authuser=0,0.436173677,0,FAILED,TRUE,FALSE,FALSE
365,http://google.pl/preferences?hl=en,0.924035132,1,http://google.pl/preferences?hl=en,0.924035132,1,SKIPPED,TRUE,FALSE,FALSE
366,http://google.pl/services/,0.976482213,1,http://google.pl/services/,0.976482213,1,SKIPPED,TRUE,FALSE,FALSE
367,http://google.pl/setprefdomain?prefdom=us&sig=k_rsnejjt0t13yb4f48lazvvld-bo%3d,0.997536302,1,http://google.pl/setprefdomain?prefdom=us&sig=k_rsnejjt0t13yb4f48lazvvld-bo%3d,0.997536302,1,SKIPPED,TRUE,FALSE,FALSE
368,http://google.pl/setprefs?sig=0_8npysgzu7ufglt8sysrkbqwvnaw%3d&hl=pl&source=homepage&sa=x&ved=0ahukewi4zlmes_7kahut4o8khu5ncieq2zgbcau,0.999996185,1,http://google.pl/setprefs?sig=0_8npysgzu7ufglt8sysrkbqwvnaw%3d&hl=pl&source=homepage&sa=x&ved=0ahukewi4zlmes_7kahut4o8khu5ncieq2zgbcau,0.999996185,1,SKIPPED,TRUE,FALSE,FALSE
369,http://google.pt,0.117962241,0,http://google.pt,0.117962241,0,FAILED,TRUE,FALSE,FALSE
370,http://google.pt/advanced_search?hl=en-au&authuser=0,0.029605806,0,http://google.pt/advanced_search?hl=en-au&authuser=0,0.029605806,0,FAILED,TRUE,FALSE,FALSE
371,http://google.pt/preferences?hl=en,0.838347316,1,http://google.pt/preferences?hl=en,0.838347316,1,SKIPPED,TRUE,FALSE,FALSE
372,http://google.pt/services/,0.947982371,1,http://google.pt/services/,0.947982371,1,SKIPPED,TRUE,FALSE,FALSE
373,http://google.pt/setprefdomain?prefdom=us&sig=k_icyiv8mcj9m4j1o0kfoeo77313o%3d,0.99437654,1,http://google.pt/setprefdomain?prefdom=us&sig=k_icyiv8mcj9m4j1o0kfoeo77313o%3d,0.99437654,1,SKIPPED,TRUE,FALSE,FALSE
374,http://google.pt/setprefs?sig=0_h7g23wkz4n-iwucyewop0ohebza%3d&hl=pt-pt&source=homepage&sa=x&ved=0ahukewj2oixvrf7kahufs48khzevdwyq2zgbcau,0.999990821,1,http://google.pt/setprefs?sig=0_h7g23wkz4n-iwucyewop0ohebza%3d&hl=pt-pt&source=homepage&sa=x&ved=0ahukewj2oixvrf7kahufs48khzevdwyq2zgbcau,0.999990821,1,SKIPPED,TRUE,FALSE,FALSE
375,http://google.ro,0.770750761,1,http://google.ro,0.770750761,1,SKIPPED,TRUE,FALSE,FALSE
376,http://google.ro/advanced_search?hl=en-au&authuser=0,0.64141053,1,http://google.ro/advanced_search?hl=en-au&authuser=0,0.64141053,1,SKIPPED,TRUE,FALSE,FALSE
377,http://google.ro/preferences?hl=en,0.987594366,1,http://google.ro/preferences?hl=en,0.987594366,1,SKIPPED,TRUE,FALSE,FALSE
378,http://google.ro/services/,0.997753799,1,http://google.ro/services/,0.997753799,1,SKIPPED,TRUE,FALSE,FALSE
379,http://google.ro/setprefdomain?prefdom=us&sig=k_llukjwljphc6_1znqif1iy0cnco%3d,0.999855042,1,http://google.ro/setprefdomain?prefdom=us&sig=k_llukjwljphc6_1znqif1iy0cnco%3d,0.999855042,1,SKIPPED,TRUE,FALSE,FALSE
380,http://google.ro/setprefs?sig=0_d6v2yk0rcmeksh84-yaxkeygzq4%3d&hl=ro&source=homepage&sa=x&ved=0ahukewi277qt1_7kahxjv30khdgmci8q2zgbcau,0.999999404,1,http://google.ro/setprefs?sig=0_d6v2yk0rcmeksh84-yaxkeygzq4%3d&hl=ro&source=homepage&sa=x&ved=0ahukewi277qt1_7kahxjv30khdgmci8q2zgbcau,0.999999404,1,SKIPPED,TRUE,FALSE,FALSE
381,http://google.se,0.188822806,0,http://google.se,0.188822806,0,FAILED,TRUE,FALSE,FALSE
382,http://google.se/advanced_search?hl=en-au&authuser=0,0.022586882,0,http://google.se/advanced_search?hl=en-au&authuser=0,0.022586882,0,FAILED,TRUE,FALSE,FALSE
383,http://google.se/preferences?hl=en,0.806934118,1,http://google.se/preferences?hl=en,0.806934118,1,SKIPPED,TRUE,FALSE,FALSE
